"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"11 Milbertshofen - Am Hart",2265.81,72506,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"12 Schwabing - Freimann",1958,68530,35,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"13 Bogenhausen",1616.32,80816,50,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"14 Berg am Laim",2350.72,42313,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"15 Trudering - Riem",2271.34,65869,29,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"16 Ramersdorf - Perlach",2329.65,107164,46,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"17 Obergiesing - Fasangarten",2560.05,51201,20,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"18 Untergiesing - Harlaching",1650.97,51180,31,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2181.78,87271,40,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"20 Hadern",3196.6,47949,15,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"21 Pasing - Obermenzing",1823.55,69295,38,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"22 Aubing - Lochhausen - Langwied",2164,41116,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"23 Allach - Untermenzing",2532.75,30393,12,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"24 Feldmoching - Hasenbergl",2329.8,58245,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2012,"25 Laim",1524.54,53359,35,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"Stadt München",1705.85,1410741,827,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"01 Altstadt - Lehel",334.02,19707,59,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"02 Ludwigsvorstadt - Isarvorstadt",831.57,48231,58,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"03 Maxvorstadt",1269.18,49498,39,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"04 Schwabing - West",2053.03,63644,31,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"05 Au - Haidhausen",1332.49,57297,43,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"06 Sendling",1500.08,39002,26,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"07 Sendling - Westpark",2316.13,53271,23,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"08 Schwanthalerhöhe",1509.37,28678,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"09 Neuhausen - Nymphenburg",1616.47,92139,57,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"10 Moosach",2599.16,49384,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"11 Milbertshofen - Am Hart",2202.19,70470,32,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"12 Schwabing - Freimann",1852.94,66706,36,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"13 Bogenhausen",1583.5,79175,50,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"14 Berg am Laim",2296.78,41342,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"15 Trudering - Riem",2166.1,64983,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"16 Ramersdorf - Perlach",2253.19,105900,47,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"17 Obergiesing - Fasangarten",2666.11,50656,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"18 Untergiesing - Harlaching",1627.58,50455,31,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2191.49,85468,39,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"20 Hadern",3163.93,47459,15,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"21 Pasing - Obermenzing",1655.56,67878,41,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"22 Aubing - Lochhausen - Langwied",1989.45,39789,20,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"23 Allach - Untermenzing",2474.42,29693,12,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"24 Feldmoching - Hasenbergl",2117.89,57183,27,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2011,"25 Laim",1464.81,52733,36,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"Stadt München",1624.29,1382273,851,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"01 Altstadt - Lehel",331.16,19207,58,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"02 Ludwigsvorstadt - Isarvorstadt",845.66,47357,56,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"03 Maxvorstadt",1253.21,48875,39,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"04 Schwabing - West",2027.61,62856,31,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"05 Au - Haidhausen",1251.6,56322,45,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"06 Sendling",1483.35,38567,26,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"07 Sendling - Westpark",2099.8,52495,25,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"08 Schwanthalerhöhe",1473.89,28004,19,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"09 Neuhausen - Nymphenburg",1440.1,89286,62,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"10 Moosach",2690.06,48421,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"11 Milbertshofen - Am Hart",2090,68970,33,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"12 Schwabing - Freimann",1628.95,65158,40,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"13 Bogenhausen",1582.49,77542,49,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"14 Berg am Laim",2252.78,40550,18,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"15 Trudering - Riem",2091.87,62756,30,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"16 Ramersdorf - Perlach",2182.02,104737,48,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"17 Obergiesing - Fasangarten",2451.5,49030,20,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"18 Untergiesing - Harlaching",1455.94,49502,34,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2089.6,83584,40,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"20 Hadern",2755.94,46851,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"21 Pasing - Obermenzing",1577.24,66244,42,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"22 Aubing - Lochhausen - Langwied",1943.15,38863,20,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"23 Allach - Untermenzing",1715.35,29161,17,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"24 Feldmoching - Hasenbergl",2004.64,56130,28,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Allgemeinmedizin",2010,"25 Laim",1439.03,51805,36,"Hauptwohnsitzbevölkerung (insgesamt)","Ärzte*Ärztinnen für Allgemeinmedizin"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"Stadt München",2208.74,803983,364,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"01 Altstadt - Lehel",120.09,10448,87,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"02 Ludwigsvorstadt - Isarvorstadt",732.5,24905,34,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"03 Maxvorstadt",1875.64,26259,14,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"04 Schwabing - West",2106.35,35808,17,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"05 Au - Haidhausen",2510.54,32637,13,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"06 Sendling",20686,20686,1,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"07 Sendling - Westpark",7914.25,31657,4,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"08 Schwanthalerhöhe",7226,14452,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"09 Neuhausen - Nymphenburg",1065.24,52197,49,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"10 Moosach",6972,27888,4,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"11 Milbertshofen - Am Hart",37334,37334,1,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"12 Schwabing - Freimann",1826.9,38365,21,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"13 Bogenhausen",1632.2,48966,30,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"14 Berg am Laim",11913.5,23827,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"15 Trudering - Riem",9569,38276,4,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"16 Ramersdorf - Perlach",8675.86,60731,7,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"17 Obergiesing - Fasangarten",2455.27,27008,11,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"18 Untergiesing - Harlaching",5593.6,27968,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4686.36,51550,11,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"20 Hadern",8891.33,26674,3,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"21 Pasing - Obermenzing",1373.63,41209,30,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"22 Aubing - Lochhausen - Langwied",5421,27105,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"23 Allach - Untermenzing",8957,17914,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"24 Feldmoching - Hasenbergl",31207,31207,1,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2022,"25 Laim",4818.67,28912,6,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"Stadt München",2200.16,789857,359,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"01 Altstadt - Lehel",117.84,10370,88,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"02 Ludwigsvorstadt - Isarvorstadt",752.21,24823,33,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"03 Maxvorstadt",2334.09,25675,11,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"04 Schwabing - West",2099.82,35697,17,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"05 Au - Haidhausen",2671,32052,12,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"06 Sendling",20503,20503,1,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"07 Sendling - Westpark",6206.4,31032,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"08 Schwanthalerhöhe",7140,14280,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"09 Neuhausen - Nymphenburg",1075.4,51619,48,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"10 Moosach",5487.2,27436,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"11 Milbertshofen - Am Hart",18305,36610,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"12 Schwabing - Freimann",1805.19,37909,21,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"13 Bogenhausen",1652.48,47922,29,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"14 Berg am Laim",11814.5,23629,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"15 Trudering - Riem",9398.5,37594,4,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"16 Ramersdorf - Perlach",8543.29,59803,7,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"17 Obergiesing - Fasangarten",2432.55,26758,11,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"18 Untergiesing - Harlaching",5482.2,27411,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",5056.5,50565,10,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"20 Hadern",8747.33,26242,3,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"21 Pasing - Obermenzing",1380.48,40034,29,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"22 Aubing - Lochhausen - Langwied",4279.17,25675,6,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"23 Allach - Untermenzing",8551,17102,2,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"24 Feldmoching - Hasenbergl",30774,30774,1,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2021,"25 Laim",5668.4,28342,5,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2020,"Stadt München",2200.05,789819,359,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2020,"01 Altstadt - Lehel",115.15,10479,91,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2020,"02 Ludwigsvorstadt - Isarvorstadt",809.29,25088,31,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
"Arzt*Ärztin-Dichte","Frauenheilkunde und Geburtshilfe",2020,"03 Maxvorstadt",2154,25848,12,"Hauptwohnsitzbevölkerung (weiblich)","Ärzte*Ärztinnen für Frauenheilkunde und Geburtshilfe"
