"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"08 Schwanthalerhöhe",2887,28870,10,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"09 Neuhausen - Nymphenburg",555.39,99415,179,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"10 Moosach",6103.11,54928,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"11 Milbertshofen - Am Hart",8406.44,75658,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"12 Schwabing - Freimann",761.77,77701,102,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"13 Bogenhausen",2572.03,92593,36,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"14 Berg am Laim",6681.29,46769,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"15 Trudering - Riem",4992.27,74884,15,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"16 Ramersdorf - Perlach",14751.25,118010,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"17 Obergiesing - Fasangarten",1485.64,53483,36,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"18 Untergiesing - Harlaching",2409.05,52999,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2682.7,99260,37,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"20 Hadern",3592.14,50290,14,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"21 Pasing - Obermenzing",920.38,78232,85,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"22 Aubing - Lochhausen - Langwied",12946.5,51786,4,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"23 Allach - Untermenzing",8641.5,34566,4,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"24 Feldmoching - Hasenbergl",7774,62192,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2021,"25 Laim",2540.05,55881,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"Stadt München",1215.64,1562096,1285,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"01 Altstadt - Lehel",174.67,20960,120,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"02 Ludwigsvorstadt - Isarvorstadt",249.02,51547,207,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"03 Maxvorstadt",448.09,51530,115,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"04 Schwabing - West",520.83,68750,132,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"05 Au - Haidhausen",716.7,62353,87,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"06 Sendling",2153.47,40916,19,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"07 Sendling - Westpark",3779.25,60468,16,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"08 Schwanthalerhöhe",2932.8,29328,10,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"09 Neuhausen - Nymphenburg",563.3,99704,177,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"10 Moosach",6103.78,54934,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"11 Milbertshofen - Am Hart",10857,75999,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"12 Schwabing - Freimann",773.34,78881,102,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"13 Bogenhausen",2482.57,91855,37,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"14 Berg am Laim",6702.14,46915,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"15 Trudering - Riem",5727.38,74456,13,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"16 Ramersdorf - Perlach",14768.38,118147,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"17 Obergiesing - Fasangarten",1539.91,53897,35,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"18 Untergiesing - Harlaching",2406.36,52940,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2899.88,98596,34,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"20 Hadern",3318,49770,15,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"21 Pasing - Obermenzing",954.33,77301,81,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"22 Aubing - Lochhausen - Langwied",16713.33,50140,3,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"23 Allach - Untermenzing",11236.67,33710,3,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"24 Feldmoching - Hasenbergl",7783.75,62270,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2020,"25 Laim",3151.61,56729,18,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"Stadt München",1302.21,1560042,1198,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"01 Altstadt - Lehel",192.05,21126,110,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"02 Ludwigsvorstadt - Isarvorstadt",277.72,51933,187,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"03 Maxvorstadt",484.43,51834,107,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"04 Schwabing - West",534.38,68935,129,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"05 Au - Haidhausen",800.7,61654,77,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"06 Sendling",1875.27,41256,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"07 Sendling - Westpark",3781.13,60498,16,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"08 Schwanthalerhöhe",2691.91,29611,11,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"09 Neuhausen - Nymphenburg",614.8,100213,163,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"10 Moosach",6096.89,54872,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"11 Milbertshofen - Am Hart",10937,76559,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"12 Schwabing - Freimann",873.97,78657,90,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"13 Bogenhausen",2500.69,90025,36,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"14 Berg am Laim",5875,47000,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"15 Trudering - Riem",6679.91,73479,11,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"16 Ramersdorf - Perlach",13102,117918,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"17 Obergiesing - Fasangarten",2018.44,54498,27,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"18 Untergiesing - Harlaching",2420.14,53243,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2640.24,97689,37,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"20 Hadern",3858.85,50165,13,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"21 Pasing - Obermenzing",1031.73,76348,74,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"22 Aubing - Lochhausen - Langwied",16357.33,49072,3,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"23 Allach - Untermenzing",17138.5,34277,2,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"24 Feldmoching - Hasenbergl",7758.63,62069,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2019,"25 Laim",2855.55,57111,20,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"Stadt München",1376.97,1542211,1120,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"01 Altstadt - Lehel",185.09,21100,114,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"02 Ludwigsvorstadt - Isarvorstadt",312.99,51644,165,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"03 Maxvorstadt",541.07,51402,95,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"04 Schwabing - West",557.13,68527,123,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"05 Au - Haidhausen",840.49,61356,73,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"06 Sendling",1707.63,40983,24,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"07 Sendling - Westpark",3976.2,59643,15,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"08 Schwanthalerhöhe",2974.3,29743,10,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"09 Neuhausen - Nymphenburg",645.84,98814,153,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"10 Moosach",6024.78,54223,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"11 Milbertshofen - Am Hart",8343.78,75094,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"12 Schwabing - Freimann",974.2,77936,80,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"13 Bogenhausen",2443.06,87950,36,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"14 Berg am Laim",7683,46098,6,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"15 Trudering - Riem",9150.75,73206,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"16 Ramersdorf - Perlach",14540.88,116327,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"17 Obergiesing - Fasangarten",2170.24,54256,25,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"18 Untergiesing - Harlaching",2417.45,53184,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2930.73,96714,33,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"20 Hadern",3838.31,49898,13,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"21 Pasing - Obermenzing",1081.52,74625,69,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"22 Aubing - Lochhausen - Langwied",15937.67,47813,3,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"23 Allach - Untermenzing",16677.5,33355,2,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"24 Feldmoching - Hasenbergl",7721.75,61774,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2018,"25 Laim",3326.24,56546,17,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"Stadt München",1431.57,1526056,1066,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"01 Altstadt - Lehel",190.24,20926,110,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"02 Ludwigsvorstadt - Isarvorstadt",348.86,51632,148,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"03 Maxvorstadt",583.08,51311,88,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"04 Schwabing - West",593.61,68265,115,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"05 Au - Haidhausen",834.75,60937,73,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"06 Sendling",1356.07,40682,30,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"07 Sendling - Westpark",4241.86,59386,14,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"08 Schwanthalerhöhe",2685,29535,11,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"09 Neuhausen - Nymphenburg",703.71,98520,140,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"10 Moosach",6707.75,53662,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"11 Milbertshofen - Am Hart",6227.58,74731,12,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"12 Schwabing - Freimann",1017.88,76341,75,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"13 Bogenhausen",2865.7,85971,30,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"14 Berg am Laim",7597,45582,6,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"15 Trudering - Riem",8000.67,72006,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"16 Ramersdorf - Perlach",14309.75,114478,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"17 Obergiesing - Fasangarten",3172.76,53937,17,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"18 Untergiesing - Harlaching",1878.57,52600,28,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2986.06,95554,32,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"20 Hadern",4962.6,49626,10,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"21 Pasing - Obermenzing",1058.54,74098,70,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"22 Aubing - Lochhausen - Langwied",11596.25,46385,4,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"23 Allach - Untermenzing",32677,32677,1,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"24 Feldmoching - Hasenbergl",5539.36,60933,11,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2017,"25 Laim",3517.56,56281,16,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"Stadt München",1563.18,1542860,987,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"01 Altstadt - Lehel",218.92,21454,98,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"02 Ludwigsvorstadt - Isarvorstadt",435.83,54915,126,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"03 Maxvorstadt",600.48,53443,89,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"04 Schwabing - West",648.66,69407,107,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"05 Au - Haidhausen",953.83,61999,65,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"06 Sendling",1288.44,41230,32,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"07 Sendling - Westpark",3944.93,59174,15,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"08 Schwanthalerhöhe",3785.25,30282,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"09 Neuhausen - Nymphenburg",771.61,99538,129,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"10 Moosach",7694.14,53859,7,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"11 Milbertshofen - Am Hart",8472.78,76255,9,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"12 Schwabing - Freimann",1118.67,77188,69,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"13 Bogenhausen",2723.88,87164,32,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"14 Berg am Laim",9131,45655,5,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"15 Trudering - Riem",8931,71448,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"16 Ramersdorf - Perlach",14237.25,113898,8,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"17 Obergiesing - Fasangarten",3652.27,54784,15,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"18 Untergiesing - Harlaching",2456.82,54050,22,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
"Psychologische*r Psychotherapeut*in-Dichte","insgesamt",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",2748.57,96200,35,"Hauptwohnsitzbevölkerung (insgesamt)","Psychologische Psychotherapeuten"
