"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Apotheken-Dichte","insgesamt",2016,"23 Allach - Untermenzing",6449.6,32248,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"24 Feldmoching - Hasenbergl",6862.7,61764,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2016,"25 Laim",3129.7,56335,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"Stadt München",3973,1521678,383,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"01 Altstadt - Lehel",880.1,21122,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"02 Ludwigsvorstadt - Isarvorstadt",1863.8,54049,29,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"03 Maxvorstadt",2985.7,53743,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"04 Schwabing - West",3807.1,68527,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"05 Au - Haidhausen",3074.8,61495,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"06 Sendling",5109.9,40879,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"07 Sendling - Westpark",5308.9,58398,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"08 Schwanthalerhöhe",3797.6,30381,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"09 Neuhausen - Nymphenburg",3525.1,98702,28,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"10 Moosach",4841.9,53261,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"11 Milbertshofen - Am Hart",5032.5,75488,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"12 Schwabing - Freimann",3410,75020,22,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"13 Bogenhausen",4523.5,85947,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"14 Berg am Laim",4094.1,45035,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"15 Trudering - Riem",7758.9,69830,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"16 Ramersdorf - Perlach",6242.8,112371,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"17 Obergiesing - Fasangarten",4184.8,54402,13,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"18 Untergiesing - Harlaching",5930.8,53377,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",4069.7,93602,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"20 Hadern",6282.1,50257,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"21 Pasing - Obermenzing",3858.9,73320,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"22 Aubing - Lochhausen - Langwied",4368.2,43682,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"23 Allach - Untermenzing",6376.4,31882,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"24 Feldmoching - Hasenbergl",6837.1,61534,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2015,"25 Laim",3076.3,55374,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"Stadt München",3871.9,1490681,385,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"01 Altstadt - Lehel",866.9,20806,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"02 Ludwigsvorstadt - Isarvorstadt",1683.1,52177,31,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"03 Maxvorstadt",2920.8,52575,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"04 Schwabing - West",3727.4,67094,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"05 Au - Haidhausen",3037.8,60756,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"06 Sendling",5052.8,40422,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"07 Sendling - Westpark",5135,56485,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"08 Schwanthalerhöhe",3760.4,30083,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"09 Neuhausen - Nymphenburg",3611.9,97521,27,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"10 Moosach",4787,52657,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"11 Milbertshofen - Am Hart",4977.8,74667,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"12 Schwabing - Freimann",3121.8,71802,23,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"13 Bogenhausen",4415.8,83900,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"14 Berg am Laim",4002,44022,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"15 Trudering - Riem",7562.6,68063,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"16 Ramersdorf - Perlach",6116.6,110099,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"17 Obergiesing - Fasangarten",4395.3,52743,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"18 Untergiesing - Harlaching",5828,52452,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3808.8,91412,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"20 Hadern",6234.3,49874,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"21 Pasing - Obermenzing",3783.2,71880,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"22 Aubing - Lochhausen - Langwied",3896.3,42859,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"23 Allach - Untermenzing",6270.6,31353,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"24 Feldmoching - Hasenbergl",6695.8,60262,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2014,"25 Laim",3218.5,54714,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"Stadt München",3775.7,1464962,388,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"01 Altstadt - Lehel",850.9,20422,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"02 Ludwigsvorstadt - Isarvorstadt",1581.9,50620,32,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"03 Maxvorstadt",2869,51642,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"04 Schwabing - West",3660.7,65892,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"05 Au - Haidhausen",2845.3,59752,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"06 Sendling",4994.1,39953,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"07 Sendling - Westpark",5036.8,55405,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"08 Schwanthalerhöhe",3707.9,29663,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"09 Neuhausen - Nymphenburg",3552.1,95906,27,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"10 Moosach",4294.8,51537,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"11 Milbertshofen - Am Hart",4907.8,73617,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"12 Schwabing - Freimann",2903.2,69676,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"13 Bogenhausen",4323.1,82138,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"14 Berg am Laim",3915.3,43068,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"15 Trudering - Riem",8376.1,67009,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"16 Ramersdorf - Perlach",6013.6,108244,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"17 Obergiesing - Fasangarten",4681.7,51499,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"18 Untergiesing - Harlaching",5193.7,51937,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3782.9,90790,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"20 Hadern",6118.1,48945,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"21 Pasing - Obermenzing",3725.4,70783,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"22 Aubing - Lochhausen - Langwied",3845.9,42305,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"23 Allach - Untermenzing",6147.4,30737,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"24 Feldmoching - Hasenbergl",6599,59391,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2013,"25 Laim",3178.2,54030,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"Stadt München",3644.2,1439474,395,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"01 Altstadt - Lehel",835.3,20048,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"02 Ludwigsvorstadt - Isarvorstadt",1504.8,49657,33,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"03 Maxvorstadt",2826.5,50877,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"04 Schwabing - West",3598.3,64770,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"05 Au - Haidhausen",2676.4,58881,22,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"06 Sendling",4945.9,39567,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"07 Sendling - Westpark",4959.3,54552,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"08 Schwanthalerhöhe",3675.3,29402,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"09 Neuhausen - Nymphenburg",3366.3,94257,28,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"10 Moosach",4187.8,50253,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"11 Milbertshofen - Am Hart",5179,72506,14,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"12 Schwabing - Freimann",2635.8,68530,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"13 Bogenhausen",4253.5,80816,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"14 Berg am Laim",3846.6,42313,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"15 Trudering - Riem",7318.8,65869,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"16 Ramersdorf - Perlach",5640.2,107164,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"17 Obergiesing - Fasangarten",4654.6,51201,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"18 Untergiesing - Harlaching",5118,51180,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3636.3,87271,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"20 Hadern",5993.6,47949,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"21 Pasing - Obermenzing",3464.8,69295,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"22 Aubing - Lochhausen - Langwied",3737.8,41116,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"23 Allach - Untermenzing",6078.6,30393,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"24 Feldmoching - Hasenbergl",6471.7,58245,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2012,"25 Laim",3138.8,53359,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"Stadt München",3500.6,1410741,403,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"01 Altstadt - Lehel",788.3,19707,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"02 Ludwigsvorstadt - Isarvorstadt",1461.5,48231,33,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"03 Maxvorstadt",2749.9,49498,18,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"04 Schwabing - West",3349.7,63644,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"05 Au - Haidhausen",2604.4,57297,22,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"06 Sendling",4875.3,39002,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"07 Sendling - Westpark",5327.1,53271,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"08 Schwanthalerhöhe",3584.8,28678,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"09 Neuhausen - Nymphenburg",3290.7,92139,28,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"10 Moosach",4115.3,49384,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"11 Milbertshofen - Am Hart",4698,70470,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"12 Schwabing - Freimann",2565.6,66706,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"13 Bogenhausen",3958.8,79175,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"14 Berg am Laim",3758.4,41342,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"15 Trudering - Riem",8122.9,64983,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"16 Ramersdorf - Perlach",5295,105900,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"17 Obergiesing - Fasangarten",4221.3,50656,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"18 Untergiesing - Harlaching",5045.5,50455,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3287.2,85468,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"20 Hadern",5273.2,47459,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"21 Pasing - Obermenzing",3232.3,67878,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"22 Aubing - Lochhausen - Langwied",3617.2,39789,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"23 Allach - Untermenzing",5938.6,29693,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"24 Feldmoching - Hasenbergl",6353.7,57183,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2011,"25 Laim",3101.9,52733,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"Stadt München",3430,1382273,403,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"01 Altstadt - Lehel",800.3,19207,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"02 Ludwigsvorstadt - Isarvorstadt",1435.1,47357,33,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"03 Maxvorstadt",2572.4,48875,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"04 Schwabing - West",3308.2,62856,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"05 Au - Haidhausen",2560.1,56322,22,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"06 Sendling",4285.2,38567,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"07 Sendling - Westpark",5249.5,52495,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"08 Schwanthalerhöhe",3500.5,28004,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"09 Neuhausen - Nymphenburg",3306.9,89286,27,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"10 Moosach",4035.1,48421,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"11 Milbertshofen - Am Hart",4598,68970,15,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"12 Schwabing - Freimann",2506.1,65158,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"13 Bogenhausen",3877.1,77542,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"14 Berg am Laim",3686.4,40550,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"15 Trudering - Riem",7844.5,62756,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"16 Ramersdorf - Perlach",4987.5,104737,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"17 Obergiesing - Fasangarten",4085.8,49030,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"18 Untergiesing - Harlaching",4500.2,49502,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3214.8,83584,26,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"20 Hadern",5205.7,46851,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"21 Pasing - Obermenzing",3312.2,66244,20,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"22 Aubing - Lochhausen - Langwied",3886.3,38863,10,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"23 Allach - Untermenzing",5832.2,29161,5,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"24 Feldmoching - Hasenbergl",6236.7,56130,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2010,"25 Laim",3047.4,51805,17,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"Stadt München",3351.8,1364194,407,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"01 Altstadt - Lehel",788.8,18932,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"02 Ludwigsvorstadt - Isarvorstadt",1327,46446,35,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"03 Maxvorstadt",2315.2,48619,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"04 Schwabing - West",3264.6,62028,19,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"05 Au - Haidhausen",2526.8,55590,22,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"06 Sendling",4234.7,38112,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"07 Sendling - Westpark",4744.1,52185,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"08 Schwanthalerhöhe",3476.8,27814,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"09 Neuhausen - Nymphenburg",3253.6,87846,27,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"10 Moosach",4426.5,48692,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"11 Milbertshofen - Am Hart",4251.4,68023,16,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"12 Schwabing - Freimann",2655,63720,24,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"13 Bogenhausen",3651.6,76684,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"14 Berg am Laim",3617,39787,11,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"15 Trudering - Riem",7609.9,60879,8,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"16 Ramersdorf - Perlach",4939.6,103732,21,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"17 Obergiesing - Fasangarten",3725,48425,13,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"18 Untergiesing - Harlaching",4075.9,48911,12,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",3299.3,82482,25,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
"Apotheken-Dichte","insgesamt",2009,"20 Hadern",5165.6,46490,9,"Hauptwohnsitzbevölkerung (insgesamt)","Apotheken"
